,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6,Neighbor7,Neighbor8,Neighbor9,Neighbor10
Zip-101,"('Zip-88', 2.0)","('Zip-124', 2.0)","('Zip-34', 2.0)","('Zip-132', 2.0)","('Zip-82', 2.0)","('Zip-196', 2.0)","('Zip-63', 2.0)","('Zip-69', 2.0)","('Zip-7', 2.0)","('Zip-183', 2.0)"
Zip-102,"('Zip-172', 2.0)","('Zip-66', 2.0)","('Zip-26', 2.0)","('Zip-199', 2.0)","('Zip-16', 2.0)","('Zip-98', 2.45)","('Zip-57', 2.45)","('Zip-89', 2.45)","('Zip-53', 2.45)","('Zip-192', 2.83)"
Zip-103,"('Zip-128', 2.0)","('Zip-163', 2.0)","('Zip-192', 2.0)","('Zip-172', 2.45)","('Zip-214', 2.45)","('Zip-90', 2.45)","('Zip-187', 2.45)","('Zip-20', 2.45)","('Zip-148', 2.45)","('Zip-76', 2.45)"
Zip-104,"('Zip-202', 2.0)","('Zip-200', 2.0)","('Zip-63', 2.0)","('Zip-105', 2.0)","('Zip-40', 2.45)","('Zip-27', 2.45)","('Zip-30', 2.45)","('Zip-168', 2.45)","('Zip-85', 2.45)","('Zip-101', 2.45)"
Zip-105,"('Zip-27', 2.0)","('Zip-202', 2.0)","('Zip-104', 2.0)","('Zip-108', 2.0)","('Zip-160', 2.0)","('Zip-140', 2.0)","('Zip-200', 2.0)","('Zip-63', 2.0)","('Zip-37', 2.0)","('Zip-76', 2.0)"
Zip-106,"('Zip-100', 2.0)","('Zip-59', 2.0)","('Zip-17', 2.0)","('Zip-152', 2.0)","('Zip-10', 2.0)","('Zip-159', 2.0)","('Zip-4', 2.0)","('Zip-205', 2.45)","('Zip-201', 2.45)","('Zip-180', 2.45)"
Zip-107,"('Zip-72', 2.0)","('Zip-43', 2.0)","('Zip-40', 2.0)","('Zip-148', 2.0)","('Zip-30', 2.0)","('Zip-170', 2.0)","('Zip-212', 2.0)","('Zip-168', 2.0)","('Zip-202', 2.0)","('Zip-36', 2.45)"
Zip-108,"('Zip-140', 2.0)","('Zip-27', 2.0)","('Zip-176', 2.0)","('Zip-150', 2.0)","('Zip-105', 2.0)","('Zip-183', 2.0)","('Zip-92', 2.0)","('Zip-160', 2.0)","('Zip-1', 2.0)","('Zip-5', 2.0)"
Zip-109,"('Zip-22', 2.0)","('Zip-164', 2.0)","('Zip-56', 2.0)","('Zip-121', 2.0)","('Zip-144', 2.0)","('Zip-149', 2.0)","('Zip-207', 2.0)","('Zip-42', 2.45)","('Zip-55', 2.45)","('Zip-99', 2.45)"
Zip-110,"('Zip-115', 1.41)","('Zip-122', 2.0)","('Zip-129', 2.0)","('Zip-84', 2.0)","('Zip-12', 2.0)","('Zip-23', 2.0)","('Zip-70', 2.0)","('Zip-50', 2.45)","('Zip-51', 2.45)","('Zip-49', 2.45)"
Zip-111,"('Zip-80', 2.0)","('Zip-206', 2.0)","('Zip-188', 2.0)","('Zip-205', 2.0)","('Zip-185', 2.0)","('Zip-89', 2.0)","('Zip-197', 2.0)","('Zip-45', 2.45)","('Zip-187', 2.45)","('Zip-21', 2.45)"
Zip-112,"('Zip-122', 1.41)","('Zip-125', 2.0)","('Zip-78', 2.0)","('Zip-126', 2.0)","('Zip-162', 2.0)","('Zip-3', 2.0)","('Zip-147', 2.0)","('Zip-86', 2.0)","('Zip-114', 2.0)","('Zip-180', 2.45)"
Zip-113,"('Zip-178', 2.0)","('Zip-182', 2.0)","('Zip-184', 2.0)","('Zip-142', 2.0)","('Zip-73', 2.0)","('Zip-49', 2.0)","('Zip-24', 2.45)","('Zip-27', 2.45)","('Zip-30', 2.45)","('Zip-121', 2.45)"
Zip-114,"('Zip-126', 2.0)","('Zip-78', 2.0)","('Zip-125', 2.0)","('Zip-112', 2.0)","('Zip-86', 2.0)","('Zip-162', 2.0)","('Zip-147', 2.0)","('Zip-3', 2.0)","('Zip-159', 2.45)","('Zip-122', 2.45)"
Zip-115,"('Zip-23', 1.41)","('Zip-110', 1.41)","('Zip-20', 2.0)","('Zip-60', 2.0)","('Zip-75', 2.0)","('Zip-84', 2.0)","('Zip-50', 2.0)","('Zip-51', 2.45)","('Zip-52', 2.45)","('Zip-39', 2.45)"
Zip-116,"('Zip-173', 2.0)","('Zip-120', 2.0)","('Zip-139', 2.0)","('Zip-74', 2.0)","('Zip-52', 2.0)","('Zip-158', 2.0)","('Zip-56', 2.45)","('Zip-171', 2.45)","('Zip-23', 2.45)","('Zip-95', 2.45)"
Zip-117,"('Zip-35', 2.0)","('Zip-13', 2.0)","('Zip-136', 2.0)","('Zip-143', 2.0)","('Zip-131', 2.0)","('Zip-209', 2.0)","('Zip-183', 2.45)","('Zip-27', 2.45)","('Zip-150', 2.45)","('Zip-70', 2.45)"
Zip-118,"('Zip-14', 2.0)","('Zip-84', 2.0)","('Zip-174', 2.0)","('Zip-183', 2.0)","('Zip-191', 2.0)","('Zip-119', 2.0)","('Zip-167', 2.0)","('Zip-213', 2.0)","('Zip-210', 2.0)","('Zip-208', 2.0)"
Zip-119,"('Zip-84', 2.0)","('Zip-210', 2.0)","('Zip-70', 2.0)","('Zip-118', 2.0)","('Zip-183', 2.0)","('Zip-131', 2.0)","('Zip-174', 2.0)","('Zip-82', 2.45)","('Zip-110', 2.45)","('Zip-86', 2.45)"
Zip-120,"('Zip-173', 2.0)","('Zip-139', 2.0)","('Zip-52', 2.0)","('Zip-158', 2.0)","('Zip-74', 2.0)","('Zip-2', 2.0)","('Zip-116', 2.0)","('Zip-165', 2.45)","('Zip-175', 2.45)","('Zip-51', 2.45)"
Zip-121,"('Zip-149', 2.0)","('Zip-56', 2.0)","('Zip-164', 2.0)","('Zip-207', 2.0)","('Zip-22', 2.0)","('Zip-109', 2.0)","('Zip-71', 2.0)","('Zip-144', 2.0)","('Zip-156', 2.45)","('Zip-73', 2.45)"
Zip-122,"('Zip-112', 1.41)","('Zip-12', 2.0)","('Zip-129', 2.0)","('Zip-70', 2.0)","('Zip-110', 2.0)","('Zip-84', 2.45)","('Zip-137', 2.45)","('Zip-132', 2.45)","('Zip-180', 2.45)","('Zip-78', 2.45)"
Zip-123,"('Zip-189', 2.0)","('Zip-153', 2.0)","('Zip-46', 2.0)","('Zip-201', 2.0)","('Zip-64', 2.0)","('Zip-83', 2.45)","('Zip-152', 2.45)","('Zip-170', 2.45)","('Zip-71', 2.45)","('Zip-36', 2.45)"
Zip-124,"('Zip-12', 2.0)","('Zip-132', 2.0)","('Zip-88', 2.0)","('Zip-28', 2.0)","('Zip-82', 2.0)","('Zip-196', 2.0)","('Zip-183', 2.0)","('Zip-15', 2.0)","('Zip-34', 2.0)","('Zip-213', 2.0)"
Zip-125,"('Zip-112', 2.0)","('Zip-114', 2.0)","('Zip-28', 2.0)","('Zip-147', 2.0)","('Zip-78', 2.0)","('Zip-162', 2.0)","('Zip-86', 2.0)","('Zip-3', 2.0)","('Zip-126', 2.0)","('Zip-159', 2.45)"
Zip-126,"('Zip-78', 2.0)","('Zip-114', 2.0)","('Zip-86', 2.0)","('Zip-112', 2.0)","('Zip-147', 2.0)","('Zip-162', 2.0)","('Zip-3', 2.0)","('Zip-125', 2.0)","('Zip-118', 2.45)","('Zip-46', 2.45)"
Zip-127,"('Zip-137', 2.0)","('Zip-130', 2.0)","('Zip-29', 2.0)","('Zip-77', 2.0)","('Zip-153', 2.0)","('Zip-180', 2.0)","('Zip-146', 2.0)","('Zip-64', 2.45)","('Zip-166', 2.45)","('Zip-58', 2.45)"
Zip-128,"('Zip-192', 2.0)","('Zip-103', 2.0)","('Zip-163', 2.0)","('Zip-66', 2.45)","('Zip-76', 2.45)","('Zip-117', 2.45)","('Zip-121', 2.45)","('Zip-40', 2.45)","('Zip-209', 2.45)","('Zip-9', 2.45)"
Zip-129,"('Zip-12', 1.41)","('Zip-110', 2.0)","('Zip-122', 2.0)","('Zip-70', 2.0)","('Zip-84', 2.45)","('Zip-23', 2.45)","('Zip-176', 2.45)","('Zip-28', 2.45)","('Zip-183', 2.45)","('Zip-124', 2.45)"
Zip-130,"('Zip-137', 1.41)","('Zip-146', 1.41)","('Zip-127', 2.0)","('Zip-19', 2.0)","('Zip-186', 2.0)","('Zip-150', 2.0)","('Zip-194', 2.0)","('Zip-153', 2.0)","('Zip-48', 2.0)","('Zip-180', 2.0)"
Zip-131,"('Zip-117', 2.0)","('Zip-13', 2.0)","('Zip-119', 2.0)","('Zip-136', 2.0)","('Zip-143', 2.0)","('Zip-35', 2.0)","('Zip-70', 2.0)","('Zip-47', 2.45)","('Zip-50', 2.45)","('Zip-72', 2.45)"
Zip-132,"('Zip-124', 2.0)","('Zip-7', 2.0)","('Zip-69', 2.0)","('Zip-196', 2.0)","('Zip-82', 2.0)","('Zip-101', 2.0)","('Zip-83', 2.0)","('Zip-88', 2.0)","('Zip-91', 2.0)","('Zip-34', 2.0)"
Zip-133,"('Zip-61', 2.0)","('Zip-21', 2.0)","('Zip-169', 2.0)","('Zip-188', 2.0)","('Zip-90', 2.0)","('Zip-27', 2.0)","('Zip-138', 2.0)","('Zip-204', 2.0)","('Zip-140', 2.45)","('Zip-152', 2.45)"
Zip-134,"('Zip-42', 2.0)","('Zip-25', 2.0)","('Zip-81', 2.0)","('Zip-187', 2.0)","('Zip-32', 2.45)","('Zip-143', 2.45)","('Zip-11', 2.45)","('Zip-43', 2.45)","('Zip-9', 2.45)","('Zip-164', 2.45)"
Zip-135,"('Zip-71', 2.0)","('Zip-170', 2.0)","('Zip-154', 2.0)","('Zip-93', 2.0)","('Zip-145', 2.45)","('Zip-140', 2.45)","('Zip-23', 2.45)","('Zip-37', 2.45)","('Zip-148', 2.45)","('Zip-123', 2.45)"
Zip-136,"('Zip-117', 2.0)","('Zip-143', 2.0)","('Zip-131', 2.0)","('Zip-13', 2.0)","('Zip-35', 2.0)","('Zip-146', 2.45)","('Zip-194', 2.45)","('Zip-150', 2.45)","('Zip-103', 2.45)","('Zip-48', 2.45)"
Zip-137,"('Zip-146', 0.0)","('Zip-130', 1.41)","('Zip-127', 2.0)","('Zip-166', 2.0)","('Zip-180', 2.0)","('Zip-51', 2.0)","('Zip-153', 2.0)","('Zip-29', 2.0)","('Zip-214', 2.0)","('Zip-6', 2.0)"
Zip-138,"('Zip-133', 2.0)","('Zip-65', 2.0)","('Zip-68', 2.0)","('Zip-190', 2.0)","('Zip-45', 2.45)","('Zip-176', 2.45)","('Zip-49', 2.45)","('Zip-169', 2.45)","('Zip-152', 2.45)","('Zip-187', 2.45)"
Zip-139,"('Zip-158', 2.0)","('Zip-52', 2.0)","('Zip-74', 2.0)","('Zip-116', 2.0)","('Zip-173', 2.0)","('Zip-120', 2.0)","('Zip-28', 2.45)","('Zip-165', 2.45)","('Zip-181', 2.45)","('Zip-124', 2.45)"
Zip-140,"('Zip-198', 2.0)","('Zip-27', 2.0)","('Zip-150', 2.0)","('Zip-160', 2.0)","('Zip-36', 2.0)","('Zip-37', 2.0)","('Zip-179', 2.0)","('Zip-153', 2.0)","('Zip-108', 2.0)","('Zip-203', 2.0)"
Zip-141,"('Zip-206', 2.0)","('Zip-97', 2.0)","('Zip-45', 2.0)","('Zip-87', 2.0)","('Zip-32', 2.0)","('Zip-25', 2.45)","('Zip-80', 2.45)","('Zip-31', 2.45)","('Zip-89', 2.45)","('Zip-205', 2.45)"
Zip-142,"('Zip-67', 2.0)","('Zip-113', 2.0)","('Zip-200', 2.0)","('Zip-49', 2.0)","('Zip-182', 2.0)","('Zip-178', 2.0)","('Zip-73', 2.0)","('Zip-121', 2.45)","('Zip-20', 2.45)","('Zip-63', 2.45)"
Zip-143,"('Zip-117', 2.0)","('Zip-131', 2.0)","('Zip-136', 2.0)","('Zip-13', 2.0)","('Zip-35', 2.0)","('Zip-50', 2.45)","('Zip-70', 2.45)","('Zip-47', 2.45)","('Zip-119', 2.45)","('Zip-134', 2.45)"
Zip-144,"('Zip-149', 2.0)","('Zip-22', 2.0)","('Zip-56', 2.0)","('Zip-109', 2.0)","('Zip-207', 2.0)","('Zip-121', 2.0)","('Zip-164', 2.0)","('Zip-156', 2.45)","('Zip-142', 2.45)","('Zip-20', 2.45)"
Zip-145,"('Zip-176', 2.0)","('Zip-160', 2.0)","('Zip-155', 2.0)","('Zip-76', 2.0)","('Zip-93', 2.0)","('Zip-133', 2.45)","('Zip-105', 2.45)","('Zip-135', 2.45)","('Zip-148', 2.45)","('Zip-108', 2.45)"
Zip-146,"('Zip-137', 0.0)","('Zip-130', 1.41)","('Zip-127', 2.0)","('Zip-166', 2.0)","('Zip-180', 2.0)","('Zip-51', 2.0)","('Zip-153', 2.0)","('Zip-29', 2.0)","('Zip-214', 2.0)","('Zip-6', 2.0)"
Zip-147,"('Zip-78', 1.41)","('Zip-126', 2.0)","('Zip-3', 2.0)","('Zip-175', 2.0)","('Zip-162', 2.0)","('Zip-125', 2.0)","('Zip-112', 2.0)","('Zip-114', 2.0)","('Zip-86', 2.0)","('Zip-46', 2.45)"
Zip-148,"('Zip-107', 2.0)","('Zip-43', 2.0)","('Zip-212', 2.0)","('Zip-168', 2.0)","('Zip-40', 2.0)","('Zip-72', 2.0)","('Zip-145', 2.45)","('Zip-140', 2.45)","('Zip-103', 2.45)","('Zip-93', 2.45)"
Zip-149,"('Zip-56', 1.41)","('Zip-121', 2.0)","('Zip-22', 2.0)","('Zip-207', 2.0)","('Zip-109', 2.0)","('Zip-164', 2.0)","('Zip-144', 2.0)","('Zip-95', 2.45)","('Zip-62', 2.45)","('Zip-35', 2.45)"
Zip-150,"('Zip-160', 1.41)","('Zip-194', 2.0)","('Zip-140', 2.0)","('Zip-19', 2.0)","('Zip-186', 2.0)","('Zip-130', 2.0)","('Zip-174', 2.0)","('Zip-48', 2.0)","('Zip-27', 2.0)","('Zip-105', 2.0)"
Zip-151,"('Zip-9', 2.0)","('Zip-85', 2.0)","('Zip-53', 2.0)","('Zip-8', 2.0)","('Zip-90', 2.0)","('Zip-188', 2.45)","('Zip-193', 2.45)","('Zip-44', 2.45)","('Zip-21', 2.45)","('Zip-187', 2.45)"
Zip-152,"('Zip-10', 2.0)","('Zip-17', 2.0)","('Zip-68', 2.0)","('Zip-106', 2.0)","('Zip-100', 2.0)","('Zip-159', 2.0)","('Zip-59', 2.0)","('Zip-4', 2.0)","('Zip-138', 2.45)","('Zip-189', 2.45)"
Zip-153,"('Zip-64', 1.41)","('Zip-137', 2.0)","('Zip-146', 2.0)","('Zip-189', 2.0)","('Zip-46', 2.0)","('Zip-201', 2.0)","('Zip-140', 2.0)","('Zip-180', 2.0)","('Zip-130', 2.0)","('Zip-123', 2.0)"
Zip-154,"('Zip-170', 1.41)","('Zip-178', 2.0)","('Zip-73', 2.0)","('Zip-135', 2.0)","('Zip-71', 2.0)","('Zip-49', 2.45)","('Zip-113', 2.45)","('Zip-145', 2.45)","('Zip-41', 2.45)","('Zip-93', 2.45)"
Zip-155,"('Zip-176', 2.0)","('Zip-160', 2.0)","('Zip-76', 2.0)","('Zip-93', 2.0)","('Zip-145', 2.0)","('Zip-105', 2.45)","('Zip-138', 2.45)","('Zip-135', 2.45)","('Zip-27', 2.45)","('Zip-148', 2.45)"
Zip-156,"('Zip-58', 2.0)","('Zip-2', 2.0)","('Zip-33', 2.0)","('Zip-157', 2.0)","('Zip-207', 2.0)","('Zip-149', 2.45)","('Zip-164', 2.45)","('Zip-51', 2.45)","('Zip-22', 2.45)","('Zip-54', 2.45)"
Zip-157,"('Zip-156', 2.0)","('Zip-2', 2.0)","('Zip-58', 2.0)","('Zip-33', 2.0)","('Zip-78', 2.45)","('Zip-198', 2.45)","('Zip-175', 2.45)","('Zip-201', 2.45)","('Zip-120', 2.45)","('Zip-51', 2.45)"
Zip-158,"('Zip-116', 2.0)","('Zip-173', 2.0)","('Zip-120', 2.0)","('Zip-74', 2.0)","('Zip-52', 2.0)","('Zip-139', 2.0)","('Zip-165', 2.45)","('Zip-20', 2.45)","('Zip-38', 2.45)","('Zip-171', 2.45)"
Zip-159,"('Zip-100', 2.0)","('Zip-152', 2.0)","('Zip-17', 2.0)","('Zip-10', 2.0)","('Zip-87', 2.0)","('Zip-59', 2.0)","('Zip-4', 2.0)","('Zip-106', 2.0)","('Zip-32', 2.45)","('Zip-86', 2.45)"
Zip-160,"('Zip-150', 1.41)","('Zip-145', 2.0)","('Zip-140', 2.0)","('Zip-155', 2.0)","('Zip-176', 2.0)","('Zip-93', 2.0)","('Zip-105', 2.0)","('Zip-37', 2.0)","('Zip-108', 2.0)","('Zip-27', 2.0)"
Zip-161,"('Zip-141', 2.83)","('Zip-191', 3.16)","('Zip-126', 3.16)","('Zip-14', 3.16)","('Zip-102', 3.16)","('Zip-167', 3.16)","('Zip-97', 3.16)","('Zip-199', 3.16)","('Zip-208', 3.16)","('Zip-213', 3.16)"
Zip-162,"('Zip-114', 2.0)","('Zip-147', 2.0)","('Zip-112', 2.0)","('Zip-78', 2.0)","('Zip-86', 2.0)","('Zip-3', 2.0)","('Zip-125', 2.0)","('Zip-126', 2.0)","('Zip-214', 2.45)","('Zip-2', 2.45)"
Zip-163,"('Zip-192', 2.0)","('Zip-128', 2.0)","('Zip-103', 2.0)","('Zip-9', 2.45)","('Zip-72', 2.45)","('Zip-199', 2.45)","('Zip-25', 2.45)","('Zip-131', 2.45)","('Zip-158', 2.83)","('Zip-26', 2.83)"
Zip-164,"('Zip-56', 2.0)","('Zip-109', 2.0)","('Zip-144', 2.0)","('Zip-22', 2.0)","('Zip-149', 2.0)","('Zip-121', 2.0)","('Zip-207', 2.0)","('Zip-134', 2.45)","('Zip-50', 2.45)","('Zip-173', 2.45)"
Zip-165,"('Zip-11', 2.0)","('Zip-31', 2.0)","('Zip-193', 2.0)","('Zip-74', 2.0)","('Zip-79', 2.0)","('Zip-96', 2.0)","('Zip-139', 2.45)","('Zip-120', 2.45)","('Zip-141', 2.45)","('Zip-173', 2.45)"
Zip-166,"('Zip-137', 2.0)","('Zip-29', 2.0)","('Zip-214', 2.0)","('Zip-146', 2.0)","('Zip-6', 2.0)","('Zip-51', 2.0)","('Zip-114', 2.45)","('Zip-61', 2.45)","('Zip-64', 2.45)","('Zip-60', 2.45)"
Zip-167,"('Zip-191', 2.0)","('Zip-14', 2.0)","('Zip-208', 2.0)","('Zip-213', 2.0)","('Zip-118', 2.0)","('Zip-77', 2.45)","('Zip-119', 2.45)","('Zip-211', 2.45)","('Zip-70', 2.45)","('Zip-54', 2.45)"
Zip-168,"('Zip-43', 2.0)","('Zip-148', 2.0)","('Zip-212', 2.0)","('Zip-40', 2.0)","('Zip-72', 2.0)","('Zip-107', 2.0)","('Zip-104', 2.45)","('Zip-82', 2.45)","('Zip-13', 2.45)","('Zip-92', 2.45)"
Zip-169,"('Zip-75', 1.41)","('Zip-90', 2.0)","('Zip-21', 2.0)","('Zip-188', 2.0)","('Zip-204', 2.0)","('Zip-61', 2.0)","('Zip-133', 2.0)","('Zip-151', 2.45)","('Zip-60', 2.45)","('Zip-45', 2.45)"
Zip-170,"('Zip-154', 1.41)","('Zip-30', 2.0)","('Zip-202', 2.0)","('Zip-71', 2.0)","('Zip-73', 2.0)","('Zip-135', 2.0)","('Zip-107', 2.0)","('Zip-93', 2.45)","('Zip-123', 2.45)","('Zip-177', 2.45)"
Zip-171,"('Zip-57', 2.0)","('Zip-67', 2.0)","('Zip-142', 2.45)","('Zip-56', 2.45)","('Zip-55', 2.45)","('Zip-24', 2.45)","('Zip-178', 2.45)","('Zip-44', 2.45)","('Zip-149', 2.45)","('Zip-158', 2.45)"
Zip-172,"('Zip-102', 2.0)","('Zip-16', 2.0)","('Zip-26', 2.0)","('Zip-66', 2.0)","('Zip-199', 2.0)","('Zip-57', 2.45)","('Zip-53', 2.45)","('Zip-111', 2.45)","('Zip-20', 2.45)","('Zip-103', 2.45)"
Zip-173,"('Zip-120', 2.0)","('Zip-158', 2.0)","('Zip-139', 2.0)","('Zip-74', 2.0)","('Zip-116', 2.0)","('Zip-52', 2.0)","('Zip-22', 2.45)","('Zip-144', 2.45)","('Zip-2', 2.45)","('Zip-207', 2.45)"
Zip-174,"('Zip-194', 2.0)","('Zip-186', 2.0)","('Zip-183', 2.0)","('Zip-48', 2.0)","('Zip-150', 2.0)","('Zip-19', 2.0)","('Zip-119', 2.0)","('Zip-118', 2.0)","('Zip-210', 2.0)","('Zip-130', 2.0)"
Zip-175,"('Zip-211', 2.0)","('Zip-78', 2.0)","('Zip-147', 2.0)","('Zip-28', 2.0)","('Zip-83', 2.0)","('Zip-54', 2.0)","('Zip-180', 2.45)","('Zip-122', 2.45)","('Zip-198', 2.45)","('Zip-5', 2.45)"
Zip-176,"('Zip-69', 1.41)","('Zip-155', 2.0)","('Zip-145', 2.0)","('Zip-160', 2.0)","('Zip-93', 2.0)","('Zip-76', 2.0)","('Zip-183', 2.0)","('Zip-108', 2.0)","('Zip-122', 2.45)","('Zip-124', 2.45)"
Zip-177,"('Zip-195', 2.0)","('Zip-18', 2.0)","('Zip-98', 2.0)","('Zip-37', 2.0)","('Zip-107', 2.45)","('Zip-145', 2.45)","('Zip-94', 2.45)","('Zip-36', 2.45)","('Zip-30', 2.45)","('Zip-154', 2.45)"
Zip-178,"('Zip-113', 2.0)","('Zip-142', 2.0)","('Zip-154', 2.0)","('Zip-182', 2.0)","('Zip-73', 2.0)","('Zip-49', 2.0)","('Zip-62', 2.45)","('Zip-41', 2.45)","('Zip-149', 2.45)","('Zip-33', 2.45)"
Zip-179,"('Zip-198', 2.0)","('Zip-140', 2.0)","('Zip-91', 2.0)","('Zip-36', 2.0)","('Zip-203', 2.0)","('Zip-77', 2.45)","('Zip-58', 2.45)","('Zip-195', 2.45)","('Zip-37', 2.45)","('Zip-98', 2.45)"
Zip-180,"('Zip-6', 1.41)","('Zip-146', 2.0)","('Zip-130', 2.0)","('Zip-78', 2.0)","('Zip-127', 2.0)","('Zip-201', 2.0)","('Zip-153', 2.0)","('Zip-137', 2.0)","('Zip-214', 2.45)","('Zip-29', 2.45)"
Zip-181,"('Zip-12', 2.0)","('Zip-213', 2.0)","('Zip-28', 2.0)","('Zip-124', 2.0)","('Zip-15', 2.0)","('Zip-39', 2.45)","('Zip-88', 2.45)","('Zip-74', 2.45)","('Zip-139', 2.45)","('Zip-208', 2.45)"
Zip-182,"('Zip-178', 2.0)","('Zip-73', 2.0)","('Zip-49', 2.0)","('Zip-142', 2.0)","('Zip-113', 2.0)","('Zip-93', 2.45)","('Zip-22', 2.45)","('Zip-121', 2.45)","('Zip-34', 2.45)","('Zip-52', 2.45)"
Zip-183,"('Zip-69', 1.41)","('Zip-174', 2.0)","('Zip-108', 2.0)","('Zip-84', 2.0)","('Zip-88', 2.0)","('Zip-124', 2.0)","('Zip-101', 2.0)","('Zip-132', 2.0)","('Zip-82', 2.0)","('Zip-34', 2.0)"
Zip-184,"('Zip-27', 2.0)","('Zip-30', 2.0)","('Zip-113', 2.0)","('Zip-1', 2.45)","('Zip-154', 2.45)","('Zip-24', 2.45)","('Zip-93', 2.45)","('Zip-168', 2.45)","('Zip-96', 2.45)","('Zip-133', 2.45)"
Zip-185,"('Zip-205', 2.0)","('Zip-89', 2.0)","('Zip-206', 2.0)","('Zip-31', 2.0)","('Zip-80', 2.0)","('Zip-111', 2.0)","('Zip-197', 2.0)","('Zip-193', 2.45)","('Zip-42', 2.45)","('Zip-96', 2.45)"
Zip-186,"('Zip-174', 2.0)","('Zip-19', 2.0)","('Zip-194', 2.0)","('Zip-130', 2.0)","('Zip-150', 2.0)","('Zip-48', 2.0)","('Zip-146', 2.83)","('Zip-160', 2.83)","('Zip-137', 2.83)","('Zip-204', 2.83)"
Zip-187,"('Zip-42', 2.0)","('Zip-81', 2.0)","('Zip-134', 2.0)","('Zip-25', 2.0)","('Zip-133', 2.45)","('Zip-151', 2.45)","('Zip-32', 2.45)","('Zip-136', 2.45)","('Zip-188', 2.45)","('Zip-103', 2.45)"
Zip-188,"('Zip-111', 2.0)","('Zip-21', 2.0)","('Zip-204', 2.0)","('Zip-90', 2.0)","('Zip-61', 2.0)","('Zip-133', 2.0)","('Zip-169', 2.0)","('Zip-29', 2.45)","('Zip-80', 2.45)","('Zip-205', 2.45)"
Zip-189,"('Zip-153', 2.0)","('Zip-64', 2.0)","('Zip-123', 2.0)","('Zip-46', 2.0)","('Zip-36', 2.0)","('Zip-201', 2.0)","('Zip-170', 2.45)","('Zip-30', 2.45)","('Zip-190', 2.45)","('Zip-83', 2.45)"
Zip-190,"('Zip-68', 2.0)","('Zip-30', 2.0)","('Zip-138', 2.0)","('Zip-65', 2.0)","('Zip-170', 2.45)","('Zip-152', 2.45)","('Zip-189', 2.45)","('Zip-133', 2.45)","('Zip-107', 2.45)","('Zip-202', 2.45)"
Zip-191,"('Zip-208', 2.0)","('Zip-118', 2.0)","('Zip-14', 2.0)","('Zip-167', 2.0)","('Zip-196', 2.0)","('Zip-213', 2.0)","('Zip-34', 2.45)","('Zip-176', 2.45)","('Zip-94', 2.45)","('Zip-183', 2.45)"
Zip-192,"('Zip-103', 2.0)","('Zip-163', 2.0)","('Zip-128', 2.0)","('Zip-144', 2.45)","('Zip-35', 2.45)","('Zip-20', 2.45)","('Zip-16', 2.45)","('Zip-149', 2.45)","('Zip-9', 2.45)","('Zip-121', 2.83)"
Zip-193,"('Zip-8', 2.0)","('Zip-79', 2.0)","('Zip-31', 2.0)","('Zip-11', 2.0)","('Zip-96', 2.0)","('Zip-165', 2.0)","('Zip-24', 2.45)","('Zip-184', 2.45)","('Zip-185', 2.45)","('Zip-151', 2.45)"
Zip-194,"('Zip-186', 2.0)","('Zip-174', 2.0)","('Zip-48', 2.0)","('Zip-19', 2.0)","('Zip-150', 2.0)","('Zip-130', 2.0)","('Zip-146', 2.45)","('Zip-35', 2.45)","('Zip-160', 2.45)","('Zip-84', 2.45)"
Zip-195,"('Zip-212', 2.0)","('Zip-209', 2.0)","('Zip-177', 2.0)","('Zip-37', 2.0)","('Zip-98', 2.0)","('Zip-18', 2.0)","('Zip-80', 2.45)","('Zip-107', 2.45)","('Zip-168', 2.45)","('Zip-148', 2.45)"
Zip-196,"('Zip-88', 2.0)","('Zip-101', 2.0)","('Zip-18', 2.0)","('Zip-183', 2.0)","('Zip-34', 2.0)","('Zip-132', 2.0)","('Zip-191', 2.0)","('Zip-124', 2.0)","('Zip-69', 2.0)","('Zip-82', 2.0)"
Zip-197,"('Zip-80', 2.0)","('Zip-206', 2.0)","('Zip-89', 2.0)","('Zip-185', 2.0)","('Zip-111', 2.0)","('Zip-205', 2.0)","('Zip-59', 2.45)","('Zip-96', 2.45)","('Zip-141', 2.45)","('Zip-188', 2.45)"
Zip-198,"('Zip-203', 2.0)","('Zip-140', 2.0)","('Zip-179', 2.0)","('Zip-36', 2.0)","('Zip-201', 2.0)","('Zip-91', 2.0)","('Zip-68', 2.45)","('Zip-106', 2.45)","('Zip-132', 2.45)","('Zip-157', 2.45)"
Zip-199,"('Zip-66', 2.0)","('Zip-102', 2.0)","('Zip-172', 2.0)","('Zip-16', 2.0)","('Zip-26', 2.0)","('Zip-57', 2.45)","('Zip-53', 2.45)","('Zip-208', 2.45)","('Zip-163', 2.45)","('Zip-206', 2.45)"
Zip-200,"('Zip-202', 2.0)","('Zip-104', 2.0)","('Zip-105', 2.0)","('Zip-142', 2.0)","('Zip-63', 2.0)","('Zip-171', 2.45)","('Zip-93', 2.45)","('Zip-40', 2.45)","('Zip-184', 2.45)","('Zip-170', 2.45)"
