,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6,Neighbor7,Neighbor8,Neighbor9,Neighbor10
City-120,"('City-155', 3.16)","('City-190', 4.0)","('City-15', 4.0)","('City-75', 4.0)","('City-70', 4.0)","('City-100', 4.0)","('City-212', 4.24)","('City-7', 4.24)","('City-224', 4.24)","('City-68', 4.47)"
City-121,"('City-162', 3.16)","('City-174', 3.16)","('City-161', 3.16)","('City-91', 3.46)","('City-182', 3.46)","('City-169', 3.46)","('City-165', 3.46)","('City-141', 3.46)","('City-189', 3.46)","('City-100', 3.46)"
City-122,"('City-18', 3.46)","('City-159', 3.74)","('City-172', 4.0)","('City-34', 4.0)","('City-29', 4.0)","('City-174', 4.0)","('City-22', 4.24)","('City-100', 4.24)","('City-66', 4.24)","('City-201', 4.24)"
City-123,"('City-29', 3.16)","('City-102', 3.46)","('City-49', 3.46)","('City-186', 3.46)","('City-143', 3.74)","('City-219', 3.74)","('City-182', 3.74)","('City-55', 3.74)","('City-174', 3.74)","('City-227', 3.74)"
City-124,"('City-72', 2.83)","('City-175', 3.74)","('City-221', 4.0)","('City-205', 4.0)","('City-183', 4.0)","('City-19', 4.47)","('City-82', 4.47)","('City-157', 4.47)","('City-73', 4.47)","('City-33', 4.47)"
City-125,"('City-31', 2.45)","('City-115', 3.74)","('City-154', 3.74)","('City-35', 3.74)","('City-26', 3.74)","('City-16', 4.0)","('City-138', 4.0)","('City-51', 4.0)","('City-132', 4.0)","('City-145', 4.0)"
City-126,"('City-100', 3.46)","('City-177', 3.46)","('City-37', 3.74)","('City-137', 3.74)","('City-70', 3.74)","('City-159', 3.74)","('City-219', 3.74)","('City-35', 3.74)","('City-94', 4.0)","('City-88', 4.0)"
City-127,"('City-149', 4.24)","('City-65', 4.24)","('City-117', 4.47)","('City-93', 4.47)","('City-59', 4.47)","('City-195', 4.47)","('City-187', 4.69)","('City-22', 4.69)","('City-133', 4.69)","('City-54', 4.69)"
City-128,"('City-26', 3.74)","('City-15', 3.74)","('City-142', 3.74)","('City-99', 4.0)","('City-19', 4.0)","('City-14', 4.0)","('City-5', 4.0)","('City-191', 4.24)","('City-189', 4.24)","('City-186', 4.24)"
City-129,"('City-134', 3.16)","('City-191', 4.0)","('City-22', 4.0)","('City-58', 4.0)","('City-45', 4.0)","('City-173', 4.24)","('City-48', 4.24)","('City-119', 4.24)","('City-46', 4.24)","('City-78', 4.24)"
City-130,"('City-94', 4.0)","('City-219', 4.0)","('City-205', 4.24)","('City-35', 4.24)","('City-137', 4.24)","('City-70', 4.24)","('City-60', 4.47)","('City-172', 4.47)","('City-208', 4.47)","('City-41', 4.47)"
City-131,"('City-21', 2.83)","('City-169', 3.16)","('City-181', 3.16)","('City-177', 3.46)","('City-182', 3.46)","('City-162', 3.46)","('City-49', 3.46)","('City-54', 3.46)","('City-157', 3.46)","('City-100', 3.46)"
City-132,"('City-32', 3.16)","('City-182', 3.46)","('City-227', 3.46)","('City-58', 3.46)","('City-26', 3.46)","('City-62', 3.74)","('City-2', 3.74)","('City-71', 3.74)","('City-16', 3.74)","('City-138', 3.74)"
City-133,"('City-79', 3.16)","('City-49', 3.46)","('City-66', 3.46)","('City-55', 3.46)","('City-58', 3.46)","('City-6', 3.46)","('City-93', 3.46)","('City-21', 3.74)","('City-65', 3.74)","('City-71', 3.74)"
City-134,"('City-129', 3.16)","('City-22', 3.16)","('City-148', 3.46)","('City-62', 3.46)","('City-58', 3.46)","('City-191', 3.46)","('City-54', 3.46)","('City-5', 3.46)","('City-48', 3.74)","('City-71', 3.74)"
City-135,"('City-35', 4.47)","('City-177', 4.69)","('City-126', 4.69)","('City-169', 4.69)","('City-137', 4.69)","('City-182', 4.69)","('City-209', 4.69)","('City-219', 4.69)","('City-115', 4.9)","('City-131', 4.9)"
City-136,"('City-159', 3.46)","('City-186', 3.74)","('City-100', 4.0)","('City-174', 4.0)","('City-143', 4.0)","('City-165', 4.0)","('City-15', 4.0)","('City-208', 4.24)","('City-212', 4.24)","('City-207', 4.24)"
City-137,"('City-219', 2.0)","('City-57', 2.45)","('City-35', 2.83)","('City-144', 2.83)","('City-94', 3.16)","('City-115', 3.16)","('City-26', 3.46)","('City-174', 3.46)","('City-172', 3.46)","('City-187', 3.46)"
City-138,"('City-26', 2.83)","('City-32', 3.16)","('City-100', 3.16)","('City-163', 3.46)","('City-229', 3.46)","('City-161', 3.46)","('City-19', 3.46)","('City-116', 3.46)","('City-99', 3.46)","('City-58', 3.46)"
City-139,"('City-225', 4.47)","('City-175', 4.47)","('City-74', 5.1)","('City-67', 5.1)","('City-185', 5.1)","('City-73', 5.1)","('City-189', 5.1)","('City-94', 5.1)","('City-219', 5.1)","('City-95', 5.1)"
City-140,"('City-229', 4.24)","('City-162', 4.24)","('City-189', 4.24)","('City-54', 4.47)","('City-71', 4.47)","('City-183', 4.47)","('City-142', 4.47)","('City-32', 4.47)","('City-186', 4.47)","('City-194', 4.47)"
City-141,"('City-37', 3.46)","('City-121', 3.46)","('City-207', 3.46)","('City-161', 3.46)","('City-12', 3.74)","('City-201', 3.74)","('City-174', 3.74)","('City-169', 4.0)","('City-34', 4.0)","('City-182', 4.0)"
City-142,"('City-15', 3.16)","('City-229', 3.46)","('City-45', 3.46)","('City-183', 3.46)","('City-162', 3.74)","('City-198', 3.74)","('City-128', 3.74)","('City-19', 3.74)","('City-44', 3.74)","('City-100', 3.74)"
City-143,"('City-174', 3.46)","('City-35', 3.46)","('City-219', 3.46)","('City-159', 3.46)","('City-94', 3.74)","('City-10', 3.74)","('City-100', 3.74)","('City-123', 3.74)","('City-137', 3.74)","('City-144', 3.74)"
City-144,"('City-219', 2.83)","('City-137', 2.83)","('City-57', 3.46)","('City-35', 3.46)","('City-179', 3.74)","('City-143', 3.74)","('City-94', 3.74)","('City-172', 3.74)","('City-174', 3.74)","('City-56', 3.74)"
City-145,"('City-12', 3.46)","('City-85', 3.74)","('City-201', 3.74)","('City-55', 3.74)","('City-34', 4.0)","('City-35', 4.0)","('City-125', 4.0)","('City-174', 4.0)","('City-193', 4.0)","('City-182', 4.0)"
City-146,"('City-33', 4.47)","('City-153', 4.69)","('City-212', 4.9)","('City-124', 4.9)","('City-183', 4.9)","('City-32', 5.1)","('City-116', 5.1)","('City-193', 5.1)","('City-39', 5.1)","('City-223', 5.1)"
City-147,"('City-98', 4.0)","('City-5', 4.0)","('City-29', 4.24)","('City-161', 4.47)","('City-167', 4.47)","('City-152', 4.47)","('City-189', 4.47)","('City-174', 4.47)","('City-58', 4.47)","('City-45', 4.47)"
City-148,"('City-22', 2.83)","('City-134', 3.46)","('City-18', 3.46)","('City-45', 3.74)","('City-169', 3.74)","('City-58', 3.74)","('City-5', 3.74)","('City-184', 3.74)","('City-48', 4.0)","('City-54', 4.0)"
City-149,"('City-54', 3.16)","('City-60', 3.46)","('City-70', 3.46)","('City-49', 3.46)","('City-65', 3.46)","('City-186', 3.74)","('City-123', 3.74)","('City-29', 3.74)","('City-32', 3.74)","('City-22', 3.74)"
City-150,"('City-32', 2.83)","('City-71', 3.46)","('City-11', 3.46)","('City-62', 3.46)","('City-99', 3.46)","('City-58', 3.46)","('City-60', 3.46)","('City-26', 3.46)","('City-23', 3.74)","('City-163', 3.74)"
City-151,"('City-61', 4.0)","('City-29', 4.24)","('City-225', 4.24)","('City-180', 4.24)","('City-153', 4.47)","('City-174', 4.47)","('City-70', 4.47)","('City-149', 4.69)","('City-171', 4.69)","('City-49', 4.69)"
City-152,"('City-185', 3.46)","('City-189', 3.46)","('City-174', 3.74)","('City-30', 3.74)","('City-58', 3.74)","('City-71', 3.74)","('City-45', 3.74)","('City-227', 3.74)","('City-121', 4.0)","('City-177', 4.0)"
City-153,"('City-39', 4.0)","('City-33', 4.0)","('City-223', 4.24)","('City-228', 4.47)","('City-100', 4.47)","('City-70', 4.47)","('City-116', 4.47)","('City-151', 4.47)","('City-74', 4.69)","('City-198', 4.69)"
City-154,"('City-35', 3.46)","('City-10', 3.74)","('City-125', 3.74)","('City-115', 3.74)","('City-31', 4.0)","('City-67', 4.0)","('City-30', 4.0)","('City-209', 4.24)","('City-36', 4.24)","('City-45', 4.24)"
City-155,"('City-120', 3.16)","('City-100', 3.46)","('City-15', 3.74)","('City-159', 3.74)","('City-70', 4.0)","('City-191', 4.0)","('City-20', 4.0)","('City-7', 4.0)","('City-102', 4.0)","('City-77', 4.0)"
City-156,"('City-12', 2.83)","('City-212', 4.0)","('City-74', 4.24)","('City-168', 4.47)","('City-145', 4.47)","('City-88', 4.47)","('City-91', 4.47)","('City-55', 4.47)","('City-32', 4.69)","('City-37', 4.69)"
City-157,"('City-54', 3.16)","('City-181', 3.16)","('City-185', 3.46)","('City-188', 3.46)","('City-100', 3.46)","('City-205', 3.46)","('City-131', 3.46)","('City-19', 3.46)","('City-229', 3.46)","('City-21', 3.46)"
City-158,"('City-199', 3.74)","('City-34', 3.74)","('City-174', 4.0)","('City-100', 4.0)","('City-102', 4.24)","('City-55', 4.24)","('City-171', 4.24)","('City-24', 4.24)","('City-181', 4.24)","('City-186', 4.24)"
City-159,"('City-100', 3.16)","('City-174', 3.46)","('City-34', 3.46)","('City-143', 3.46)","('City-186', 3.46)","('City-102', 3.46)","('City-136', 3.46)","('City-15', 3.74)","('City-29', 3.74)","('City-22', 3.74)"
City-160,"('City-163', 4.0)","('City-51', 4.24)","('City-191', 4.47)","('City-226', 4.69)","('City-21', 4.69)","('City-165', 4.69)","('City-203', 4.69)","('City-84', 4.69)","('City-23', 4.9)","('City-99', 4.9)"
City-161,"('City-11', 2.83)","('City-222', 2.83)","('City-26', 3.16)","('City-207', 3.16)","('City-45', 3.16)","('City-91', 3.16)","('City-121', 3.16)","('City-165', 3.16)","('City-174', 3.16)","('City-22', 3.46)"
City-162,"('City-169', 2.83)","('City-229', 3.16)","('City-121', 3.16)","('City-182', 3.46)","('City-189', 3.46)","('City-131', 3.46)","('City-227', 3.46)","('City-19', 3.74)","('City-54', 3.74)","('City-15', 3.74)"
City-163,"('City-100', 3.16)","('City-21', 3.16)","('City-99', 3.16)","('City-70', 3.46)","('City-203', 3.46)","('City-58', 3.46)","('City-226', 3.46)","('City-138', 3.46)","('City-165', 3.46)","('City-150', 3.74)"
City-164,"('City-194', 3.74)","('City-186', 4.47)","('City-77', 4.69)","('City-100', 4.69)","('City-13', 4.9)","('City-60', 4.9)","('City-55', 4.9)","('City-9', 4.9)","('City-228', 4.9)","('City-131', 5.1)"
City-165,"('City-174', 2.83)","('City-207', 3.16)","('City-100', 3.16)","('City-91', 3.16)","('City-161', 3.16)","('City-99', 3.16)","('City-186', 3.46)","('City-23', 3.46)","('City-58', 3.46)","('City-121', 3.46)"
City-166,"('City-27', 4.69)","('City-67', 5.48)","('City-119', 5.48)","('City-169', 5.48)","('City-11', 5.66)","('City-46', 5.66)","('City-78', 5.66)","('City-45', 5.66)","('City-198', 5.66)","('City-56', 5.66)"
City-167,"('City-193', 3.74)","('City-161', 4.0)","('City-222', 4.0)","('City-18', 4.0)","('City-141', 4.0)","('City-174', 4.24)","('City-22', 4.24)","('City-45', 4.24)","('City-176', 4.24)","('City-41', 4.24)"
City-168,"('City-12', 3.74)","('City-55', 3.74)","('City-174', 3.74)","('City-74', 4.0)","('City-186', 4.0)","('City-145', 4.0)","('City-5', 4.0)","('City-182', 4.24)","('City-201', 4.24)","('City-100', 4.24)"
City-169,"('City-162', 2.83)","('City-45', 3.16)","('City-131', 3.16)","('City-182', 3.16)","('City-184', 3.46)","('City-58', 3.46)","('City-121', 3.46)","('City-229', 3.46)","('City-54', 3.46)","('City-222', 3.46)"
City-170,"('City-126', 4.47)","('City-64', 4.47)","('City-35', 4.69)","('City-96', 4.69)","('City-159', 4.69)","('City-219', 4.9)","('City-88', 4.9)","('City-112', 4.9)","('City-137', 4.9)","('City-199', 4.9)"
City-171,"('City-91', 3.46)","('City-32', 3.46)","('City-192', 3.46)","('City-194', 3.74)","('City-116', 3.74)","('City-12', 3.74)","('City-55', 3.74)","('City-202', 3.74)","('City-100', 3.74)","('City-26', 3.74)"
City-172,"('City-219', 3.16)","('City-137', 3.46)","('City-94', 3.74)","('City-144', 3.74)","('City-57', 3.74)","('City-174', 3.74)","('City-34', 3.74)","('City-35', 3.74)","('City-18', 4.0)","('City-143', 4.0)"
City-173,"('City-2', 3.46)","('City-58', 3.46)","('City-134', 3.74)","('City-32', 3.74)","('City-71', 3.74)","('City-86', 3.74)","('City-49', 3.74)","('City-150', 3.74)","('City-60', 3.74)","('City-149', 3.74)"
City-174,"('City-100', 2.83)","('City-102', 2.83)","('City-165', 2.83)","('City-161', 3.16)","('City-74', 3.16)","('City-219', 3.16)","('City-91', 3.16)","('City-34', 3.16)","('City-94', 3.16)","('City-201', 3.16)"
City-175,"('City-124', 3.74)","('City-72', 3.74)","('City-139', 4.47)","('City-225', 4.47)","('City-82', 4.69)","('City-73', 4.69)","('City-229', 4.69)","('City-80', 4.69)","('City-189', 4.69)","('City-44', 4.69)"
City-176,"('City-77', 4.0)","('City-92', 4.0)","('City-100', 4.0)","('City-167', 4.24)","('City-99', 4.24)","('City-174', 4.24)","('City-165', 4.24)","('City-60', 4.24)","('City-149', 4.24)","('City-102', 4.24)"
City-177,"('City-30', 3.16)","('City-126', 3.46)","('City-219', 3.46)","('City-227', 3.46)","('City-22', 3.46)","('City-45', 3.46)","('City-131', 3.46)","('City-49', 3.74)","('City-15', 3.74)","('City-181', 3.74)"
City-178,"('City-78', 2.45)","('City-137', 4.0)","('City-62', 4.0)","('City-187', 4.0)","('City-58', 4.24)","('City-65', 4.24)","('City-67', 4.24)","('City-22', 4.24)","('City-219', 4.24)","('City-144', 4.24)"
City-179,"('City-219', 3.46)","('City-144', 3.74)","('City-68', 3.74)","('City-54', 3.74)","('City-35', 3.74)","('City-227', 3.74)","('City-57', 3.74)","('City-137', 3.74)","('City-94', 4.0)","('City-58', 4.0)"
City-180,"('City-225', 3.46)","('City-61', 4.0)","('City-60', 4.0)","('City-6', 4.24)","('City-186', 4.24)","('City-151', 4.24)","('City-133', 4.47)","('City-189', 4.47)","('City-55', 4.47)","('City-197', 4.47)"
City-181,"('City-131', 3.16)","('City-100', 3.16)","('City-157', 3.16)","('City-205', 3.46)","('City-19', 3.46)","('City-21', 3.46)","('City-229', 3.46)","('City-70', 3.74)","('City-71', 3.74)","('City-191', 3.74)"
City-182,"('City-169', 3.16)","('City-55', 3.16)","('City-162', 3.46)","('City-132', 3.46)","('City-186', 3.46)","('City-131', 3.46)","('City-49', 3.46)","('City-12', 3.46)","('City-100', 3.46)","('City-121', 3.46)"
City-183,"('City-100', 3.46)","('City-142', 3.46)","('City-211', 3.46)","('City-212', 3.46)","('City-116', 3.46)","('City-224', 3.46)","('City-5', 3.74)","('City-223', 3.74)","('City-221', 3.74)","('City-102', 4.0)"
City-184,"('City-229', 3.46)","('City-169', 3.46)","('City-162', 3.74)","('City-148', 3.74)","('City-119', 4.0)","('City-46', 4.0)","('City-81', 4.0)","('City-45', 4.0)","('City-121', 4.24)","('City-73', 4.24)"
City-185,"('City-45', 2.83)","('City-11', 3.16)","('City-189', 3.16)","('City-80', 3.16)","('City-161', 3.46)","('City-152', 3.46)","('City-32', 3.46)","('City-30', 3.46)","('City-157', 3.46)","('City-222', 3.46)"
City-186,"('City-55', 2.83)","('City-100', 2.83)","('City-60', 2.83)","('City-49', 3.16)","('City-189', 3.16)","('City-174', 3.16)","('City-202', 3.16)","('City-6', 3.16)","('City-5', 3.16)","('City-194', 3.46)"
City-187,"('City-137', 3.46)","('City-60', 3.46)","('City-219', 3.46)","('City-78', 3.46)","('City-67', 3.74)","('City-50', 3.74)","('City-115', 3.74)","('City-57', 3.74)","('City-26', 3.74)","('City-35', 3.74)"
City-188,"('City-8', 3.46)","('City-157', 3.46)","('City-131', 3.74)","('City-19', 3.74)","('City-104', 3.74)","('City-181', 3.74)","('City-229', 3.74)","('City-205', 3.74)","('City-44', 3.74)","('City-21', 3.74)"
City-189,"('City-71', 2.83)","('City-186', 3.16)","('City-45', 3.16)","('City-60', 3.16)","('City-185', 3.16)","('City-26', 3.46)","('City-100', 3.46)","('City-58', 3.46)","('City-121', 3.46)","('City-162', 3.46)"
City-190,"('City-70', 3.46)","('City-100', 3.74)","('City-120', 4.0)","('City-75', 4.0)","('City-13', 4.24)","('City-208', 4.24)","('City-186', 4.24)","('City-60', 4.24)","('City-102', 4.24)","('City-35', 4.24)"
City-191,"('City-15', 3.16)","('City-22', 3.16)","('City-165', 3.46)","('City-58', 3.46)","('City-26', 3.46)","('City-99', 3.46)","('City-100', 3.46)","('City-134', 3.46)","('City-45', 3.46)","('City-186', 3.46)"
City-192,"('City-202', 3.46)","('City-171', 3.46)","('City-116', 3.46)","('City-24', 3.74)","('City-26', 3.74)","('City-186', 3.74)","('City-91', 3.74)","('City-100', 3.74)","('City-5', 3.74)","('City-191', 3.74)"
City-193,"('City-167', 3.74)","('City-93', 3.74)","('City-55', 3.74)","('City-32', 3.74)","('City-161', 3.74)","('City-59', 4.0)","('City-58', 4.0)","('City-201', 4.0)","('City-29', 4.0)","('City-216', 4.0)"
City-194,"('City-100', 3.46)","('City-186', 3.46)","('City-171', 3.74)","('City-55', 3.74)","('City-60', 3.74)","('City-116', 3.74)","('City-102', 3.74)","('City-211', 3.74)","('City-164', 3.74)","('City-6', 3.74)"
City-195,"('City-54', 2.83)","('City-62', 3.46)","('City-58', 3.46)","('City-227', 3.46)","('City-189', 3.46)","('City-15', 3.46)","('City-65', 3.46)","('City-45', 3.46)","('City-86', 3.74)","('City-18', 3.74)"
City-196,"('City-103', 4.47)","('City-145', 4.47)","('City-34', 4.69)","('City-12', 4.69)","('City-207', 4.9)","('City-168', 4.9)","('City-161', 4.9)","('City-199', 5.1)","('City-85', 5.1)","('City-174', 5.1)"
City-197,"('City-202', 3.46)","('City-60', 3.46)","('City-6', 3.46)","('City-55', 3.46)","('City-22', 3.74)","('City-174', 3.74)","('City-201', 3.74)","('City-65', 3.74)","('City-18', 3.74)","('City-66', 3.74)"
City-198,"('City-73', 3.46)","('City-132', 3.74)","('City-162', 3.74)","('City-229', 3.74)","('City-142', 3.74)","('City-138', 3.74)","('City-32', 3.74)","('City-26', 3.74)","('City-82', 3.74)","('City-45', 3.74)"
City-199,"('City-174', 3.46)","('City-34', 3.74)","('City-10', 3.74)","('City-30', 3.74)","('City-35', 3.74)","('City-158', 3.74)","('City-165', 4.0)","('City-159', 4.0)","('City-182', 4.0)","('City-208', 4.0)"
City-200,"('City-206', 3.74)","('City-222', 4.24)","('City-169', 4.47)","('City-184', 4.69)","('City-58', 4.69)","('City-54', 4.69)","('City-18', 4.9)","('City-19', 4.9)","('City-68', 4.9)","('City-67', 4.9)"
City-201,"('City-174', 3.16)","('City-74', 3.46)","('City-12', 3.46)","('City-116', 3.46)","('City-34', 3.74)","('City-24', 3.74)","('City-145', 3.74)","('City-29', 3.74)","('City-37', 3.74)","('City-197', 3.74)"
City-202,"('City-91', 2.83)","('City-6', 2.83)","('City-60', 3.16)","('City-99', 3.16)","('City-186', 3.16)","('City-55', 3.16)","('City-116', 3.16)","('City-109', 3.46)","('City-32', 3.46)","('City-189', 3.46)"
City-203,"('City-21', 2.83)","('City-58', 3.16)","('City-226', 3.16)","('City-163', 3.46)","('City-108', 3.74)","('City-97', 3.74)","('City-177', 4.0)","('City-22', 4.0)","('City-150', 4.0)","('City-133', 4.0)"
City-204,"('City-191', 3.74)","('City-77', 4.0)","('City-45', 4.0)","('City-222', 4.24)","('City-30', 4.24)","('City-58', 4.24)","('City-165', 4.24)","('City-34', 4.24)","('City-22', 4.24)","('City-59', 4.24)"
City-205,"('City-60', 3.16)","('City-63', 3.46)","('City-19', 3.46)","('City-181', 3.46)","('City-157', 3.46)","('City-219', 3.46)","('City-137', 3.74)","('City-161', 3.74)","('City-229', 3.74)","('City-221', 3.74)"
City-206,"('City-200', 3.74)","('City-209', 4.9)","('City-58', 4.9)","('City-2', 5.1)","('City-152', 5.29)","('City-71', 5.29)","('City-222', 5.29)","('City-64', 5.29)","('City-54', 5.48)","('City-57', 5.48)"
City-207,"('City-165', 3.16)","('City-161', 3.16)","('City-141', 3.46)","('City-174', 3.46)","('City-11', 3.74)","('City-121', 3.74)","('City-208', 3.74)","('City-222', 3.74)","('City-91', 4.0)","('City-37', 4.0)"
City-208,"('City-219', 3.16)","('City-100', 3.46)","('City-49', 3.46)","('City-165', 3.46)","('City-35', 3.46)","('City-137', 3.46)","('City-94', 3.46)","('City-174', 3.46)","('City-60', 3.46)","('City-226', 3.46)"
City-209,"('City-35', 2.83)","('City-57', 3.46)","('City-10', 3.46)","('City-219', 3.74)","('City-169', 4.0)","('City-58', 4.0)","('City-213', 4.0)","('City-173', 4.0)","('City-179', 4.0)","('City-137', 4.0)"
City-210,"('City-183', 4.24)","('City-100', 4.24)","('City-212', 4.47)","('City-155', 4.47)","('City-159', 4.69)","('City-102', 4.69)","('City-120', 4.69)","('City-77', 4.9)","('City-223', 4.9)","('City-224', 4.9)"
City-211,"('City-100', 3.16)","('City-99', 3.46)","('City-183', 3.46)","('City-116', 3.46)","('City-102', 3.46)","('City-194', 3.74)","('City-221', 3.74)","('City-202', 3.74)","('City-174', 3.74)","('City-6', 3.74)"
City-212,"('City-223', 3.46)","('City-183', 3.46)","('City-224', 3.46)","('City-75', 3.74)","('City-100', 3.74)","('City-116', 3.74)","('City-99', 4.0)","('City-186', 4.0)","('City-74', 4.0)","('City-138', 4.0)"
City-213,"('City-35', 3.46)","('City-57', 3.46)","('City-219', 3.74)","('City-22', 3.74)","('City-10', 3.74)","('City-137', 4.0)","('City-143', 4.0)","('City-209', 4.0)","('City-172', 4.0)","('City-174', 4.0)"
City-214,"('City-189', 3.74)","('City-60', 3.74)","('City-202', 3.74)","('City-186', 3.74)","('City-90', 3.74)","('City-220', 4.0)","('City-6', 4.0)","('City-32', 4.0)","('City-55', 4.0)","('City-194', 4.24)"
City-215,"('City-105', 3.16)","('City-93', 4.24)","('City-6', 4.24)","('City-22', 4.47)","('City-50', 4.47)","('City-61', 4.69)","('City-60', 4.69)","('City-55', 4.69)","('City-194', 4.69)","('City-54', 4.69)"
City-216,"('City-5', 4.0)","('City-193', 4.0)","('City-32', 4.0)","('City-55', 4.0)","('City-133', 4.0)","('City-26', 4.24)","('City-189', 4.24)","('City-79', 4.24)","('City-93', 4.24)","('City-186', 4.24)"
City-217,"('City-87', 4.0)","('City-17', 4.24)","('City-66', 4.69)","('City-197', 4.69)","('City-22', 4.9)","('City-50', 4.9)","('City-79', 4.9)","('City-172', 4.9)","('City-148', 4.9)","('City-6', 4.9)"
City-218,"('City-78', 4.47)","('City-81', 4.47)","('City-115', 4.47)","('City-140', 4.69)","('City-105', 4.69)","('City-67', 4.69)","('City-169', 4.69)","('City-142', 4.69)","('City-184', 4.69)","('City-162', 4.69)"
City-219,"('City-137', 2.0)","('City-35', 2.45)","('City-57', 2.45)","('City-144', 2.83)","('City-94', 2.83)","('City-172', 3.16)","('City-174', 3.16)","('City-22', 3.16)","('City-10', 3.16)","('City-208', 3.16)"
City-220,"('City-6', 3.16)","('City-55', 3.46)","('City-186', 3.74)","('City-201', 3.74)","('City-174', 3.74)","('City-60', 3.74)","('City-93', 4.0)","('City-32', 4.0)","('City-214', 4.0)","('City-197', 4.0)"
City-221,"('City-211', 3.74)","('City-205', 3.74)","('City-100', 3.74)","('City-183', 3.74)","('City-19', 4.0)","('City-63', 4.0)","('City-124', 4.0)","('City-121', 4.0)","('City-26', 4.0)","('City-116', 4.0)"
City-222,"('City-45', 2.83)","('City-161', 2.83)","('City-11', 3.16)","('City-58', 3.16)","('City-22', 3.16)","('City-169', 3.46)","('City-174', 3.46)","('City-185', 3.46)","('City-30', 3.46)","('City-165', 3.46)"
City-223,"('City-212', 3.46)","('City-76', 3.46)","('City-183', 3.74)","('City-157', 3.74)","('City-100', 3.74)","('City-107', 3.74)","('City-102', 4.0)","('City-163', 4.0)","('City-89', 4.0)","('City-19', 4.0)"
City-224,"('City-44', 3.46)","('City-212', 3.46)","('City-183', 3.46)","('City-142', 4.0)","('City-223', 4.0)","('City-75', 4.0)","('City-188', 4.24)","('City-15', 4.24)","('City-195', 4.24)","('City-100', 4.24)"
City-225,"('City-180', 3.46)","('City-61', 4.0)","('City-189', 4.0)","('City-185', 4.24)","('City-45', 4.24)","('City-151', 4.24)","('City-30', 4.47)","('City-60', 4.47)","('City-139', 4.47)","('City-186', 4.47)"
City-226,"('City-58', 3.16)","('City-203', 3.16)","('City-163', 3.46)","('City-208', 3.46)","('City-21', 3.46)","('City-174', 3.74)","('City-60', 3.74)","('City-165', 3.74)","('City-56', 3.74)","('City-97', 3.74)"
City-227,"('City-68', 2.45)","('City-71', 2.83)","('City-29', 2.83)","('City-58', 3.16)","('City-45', 3.46)","('City-49', 3.46)","('City-132', 3.46)","('City-100', 3.46)","('City-177', 3.46)","('City-162', 3.46)"
City-228,"('City-70', 4.0)","('City-100', 4.0)","('City-223', 4.0)","('City-149', 4.24)","('City-39', 4.24)","('City-95', 4.47)","('City-32', 4.47)","('City-25', 4.47)","('City-75', 4.47)","('City-89', 4.47)"
City-229,"('City-19', 2.0)","('City-162', 3.16)","('City-18', 3.16)","('City-138', 3.46)","('City-73', 3.46)","('City-100', 3.46)","('City-63', 3.46)","('City-68', 3.46)","('City-142', 3.46)","('City-26', 3.46)"
